Id	Strong	Transliteration	Gloss	Definition	Category	Domain	References	spell-N	spell-n	spell-E	spell-G	spell-R	spell-T	spell-K	pc-N	pc-n	pc-E	pc-G	pc-R	pc-T	pc-K
יַעֲשִׂיאֵל-2	H3300	yaʿăśîʾēl-2	Jaasiel	son of Abner; chief; tribe of Benjamin; time of king David	PN	person	013027021	Jaasiel	Jaasiel	Jaasiel	Jaasiel	Ja-asiel	Jaasiel	Jaasiel	100	100	100	100	100	100	100
יִפְדְיָה	H3301	yipdǝyāh	Iphdeiah	son of Shashak; family head; tribe of Benjamin	PN	person	013008025	Iphdeiah	Iphdeiah	Iphdeiah	Iphdeiah	Iphdeiah	Iphdeiah	Iphedeiah	100	100	100	100	100	100	100
יָפוֹ	H3305	yāpô	Joppa	town; territory of Dan	PN	settlement	006019046 014002016 015003007 032001003	Joppa	Joppa	Joppa	Joppa	Joppa	Joppa	Joppa	100	100	100	100	100	100	75
יָפִיעַ-1	H3309	yāpiyaʿ-1	Japhia	king of Lachish; time of Joshua	PN	person	006010003	Japhia	Japhia	Japhia	Japhia	Japhia	Japhia	Japhia	100	100	100	100	100	100	100
יָפִיעַ-2	H3309	yāpiyaʿ-2	Japhia	town; territory of Zebulon	PN	settlement	006019012	Japhia	Japhia	Japhia	Japhia	Japhia	Japhia	Japhia	100	100	100	100	100	100	100
יָפִיעַ-3	H3309	yāpiyaʿ-3	Japhia	son of David; tribe of Judah	PN	person	010005015 013003007 013014006	Japhia	Japhia	Japhia	Japhia	Japhia	Japhia	Japhia	100	100	100	100	100	100	100
יַפְלֵט	H3310	yaplēṭ	Japhlet	son of Heber; tribe of Asher	PN	person	013007032 013007033	Japhlet	Japhlet	Japhlet	Japhlet	Japhlet	Japhlet	Japhlet	100	100	100	100	100	100	100
יַפְלֵטִי	H3311	yaplēṭiy	Japhletite	descendant of Japhlet, son of Heber; tribe of Asher	PN	group	006016003	Japhletites	Japhletites	Japhletites	Japhletites	Japhletites	Japhletite	Japhleti	100	100	100	100	100	100	100
יְפֻנֶּה-1	H3312	yǝpunneh-1	Jephunneh	father of Caleb; tribe of Judah	PN	person	004013006 004014006 004014030 004014038 004026065 004032012 004034019 005001036 006014006 006014013 006014014 006015013 006021012 013004015 013006056	Jephunneh	Jephunneh	Jephunneh	Jephunneh	Jephunneh	Jephunneh	Jephunneh	100	100	100	87	100	100	100
יְפֻנֶּה-2	H3312	yǝpunneh-2	Jephunneh	son of Jether; tribe of Asher	PN	person	013007038	Jephunneh	Jephunneh	Jephunneh	Jephunneh	Jephunneh	Jephunneh	Jephunneh	100	100	100	100	100	100	100
יֶפֶת	H3315	yepet	Japheth	son of Noah	PN	person	001005032 001006010 001007013 001009018 001009023 001009027 001010001 001010002 001010021 013001004 013001005	Japheth	Japheth	Japheth	Japheth	Japheth	Japheth	Japheth	100	100	100	82	100	91	100
יִפְתָּח-1	H3316	yiptāḥ-1	Iphthah, Jephthah	town; territory of Judah	PN	settlement	006015043	Iphtah	Iphtah	Iphtah	Iphtah	Iphtah	Iphtah	Jiphtah	100	100	100	100	100	100	100
יִפְתָּח-2	H3316	yiptāḥ-2	Iphthah, Jephthah	judge of Israel	PN	person	007011001 007011001 007011002 007011003 007011003 007011005 007011006 007011007 007011008 007011009 007011010 007011011 007011011 007011012 007011013 007011014 007011015 007011028 007011029 007011030 007011032 007011034 007011040 007012001 007012002 007012004 007012007 007012007 009012011	Jephthah	Jephthah	Jephthah	Jephthah	Jephthah	Jephthah	Jephthah	84	84	100	84	100	92	100
יצא ובוא	H3318	yṣʾ wbwʾ	to lead	literally: to go out and come in; hence: to lead	MI	authority	004027017 005031002 006014011 009018013 009018016 011003007 014001010	to lead	to lead	to me	to be	to me	to battle and	may lead	14	14	14	14	14	29	14
יִצְהָר-1	H3323	yiṣhār-1	oil	high quality oil, extracted from the fruits of the olive tree during the first pressing; used as food and in various religious rituals	RE	plants; food; fuel; religious activities	004018012 005007013 005011014 005012017 005014023 005018004 005028051 012018032 014031005 014032028 016005011 016010037 016010039 016013005 016013012 024031012 028002008 028002022 029001010 029002019 029002024 037001011 038004014	oil	oil	oil	oil	oil	oil	oil	87	87	91	83	91	91	96
יִצְהָר-2	H3324	yiṣhār-2	Izhar	son of Kohath; tribe of Levi	PN	person	002006018 002006021 004003019 004016001 013006002 013006018 013006038 013023012 013023018	Izhar	Izhar	Izhar	Izhar	Izhar	Izhar	Izhar	100	100	100	100	100	100	89
יִצְהָרִי	H3325	yiṣhāriy	Izharite	descendant of Izhar; tribe of Levi	PN	group	004003027 013024022 013026023 013026029	Izharites	Izharites	Izharites	Izhar	Izharites	Izharites	Izharites	100	100	100	100	100	100	75
יִצְחָק	H3327	yiṣḥāq	Isaac	son of Abraham; father of Jacob	PN	person	001017019 001017021 001021003 001021004 001021005 001021008 001021010 001021012 001022002 001022003 001022006 001022007 001022009 001024004 001024014 001024062 001024063 001024064 001024066 001024067 001024067 001025005 001025006 001025009 001025011 001025011 001025019 001025019 001025020 001025021 001025026 001025028 001026001 001026006 001026008 001026009 001026009 001026012 001026016 001026017 001026018 001026019 001026020 001026025 001026027 001026031 001026032 001026035 001027001 001027005 001027020 001027021 001027022 001027026 001027030 001027030 001027032 001027033 001027037 001027039 001027046 001028001 001028005 001028006 001028008 001028013 001031018 001031042 001031053 001032009 001035012 001035027 001035027 001035028 001035029 001046001 001048015 001048016 001049031 001050024 002002024 002003006 002003015 002003016 002004005 002006003 002006008 002032013 002033001 003026042 004032011 005001008 005006010 005009005 005009027 005029013 005030020 005034004 006024003 006024004 011018036 012013023 013001028 013001034 013001034 013016016 013029018 014030006	Isaac	Isaac	Isaac	Isaac	Isaac	Isaac	Isaac	95	95	96	91	96	97	96
יֵצֶר	H3337	yēṣer	Jezer	son of Naphtali	PN	person	001046024 004026049 013007013	Jezer	Jezer	Jezer	Jezer	Jezer	Jezer	Jezer	100	100	100	100	100	100	100
יֹצֵר	H3335	yoṣēr	potter	a craftsperson who makes objects, usually containers, out of clay; associated with creation and agency	BE	people; crafts; occupations	010017028 013004023 019002009 023029016 023029016 023030014 023041025 024018002 024018003 024018004 024018004 024018006 024018006 024019001 024019011 025004002	potter	potter	potters	potter	potter's	potter	potter's	38	38	62	31	54	38	46
יִצְרִי-1	H3340	yiṣriy-1	Jezerite	descendant of Jezer, son of Naphtali	PN	group	004026049	Jezerite	Jezerite	Jezerites	Jezer	Jezerites	Jezerites	Jezerites	100	100	100	100	100	100	100
יִצְרִי-2	H3339	yiṣriy-2	Izri	man; tribe of Levi	PN	person	013025011	Izri	Izri	Izri	Zeri	Izri	Izri	Izri	100	100	100	100	100	100	100
יֶקֶב-1	H3342	yeqeb-1	vat (of winepress)	large container; normally hewn out of stone and part of a winepress; where the grape juice is collected	RE	agriculture	020003010 029002024 029003013 037002016	the winepress	the winepress	the winepress	full wine press	the wine press	the winepress	of the press	25	25	25	25	25	25	25
יֶקֶב-2	H3342	yeqeb-2	winepress	basin; hewn out of a rock or lined with plaster into which harvested grapes were thrown and trampled to squeeze out the juice, which from there flowed into a trough or vat; treading a winepress is often used as a figure of speech to refer to God's anger and punishment	RE	agriculture	004018027 004018030 005015014 005016013 012006027 018024011 023005002 023016010 024048033 028009002 038014010	winepress	winepress	winepress	wine	wine press	winepress	winepress	55	55	45	36	45	45	55
יְקַבְצְאֵל	H3343	yǝqabṣǝʾēl	Jekabzeel	town; territory of Judah	PN	settlement	016011025	Jekabzeel	Jekabzeel	Jekabzeel	Jekabzeel	Jekabzeel	Jekabzeel	Jekabzeel	100	100	100	100	100	100	100
יָקְדְּעָם	H3347	yoqdǝʿām	Jokdeam	town; territory of Judah	PN	settlement	006015056	Jokdeam	Jokdeam	Jokdeam	Jokdeam	Jokde-am	Jokdeam	Jokdeam	100	100	100	100	100	100	100
יָקֶה	H3348	yāqeh	Jakeh	father of Agur, wise man	PN	person	020030001	Jakehan	Jakehan	Jakeh	Jakeh	Jakeh	Jakeh	Jakeh	100	100	100	100	100	100	100
יָקוֹשׁ	H3352	yāqôš	hunter; fowler	someone whose profession is to catch animals and birds with the help of nets and traps; associated with aggression and oppression	BE	people; hunting and fishing; occupations	019091003 020006005 024005026 028009008	hunter	hunter	fowlers	hunter	fowler	hunter	fowler	25	25	50	25	25	25	75
יְקוּתִיאֵל	H3354	yǝqûtîʾēl	Jekuthiel	founder of Zanoah; tribe of Judah	PN	person	013004018	Jekuthiel	Jekuthiel	Jekuthiel	Jekuthiel	Jekuthiel	Jekuthiel	Jekuthiel	100	100	100	100	100	100	100
יָקְטָן	H3355	yoqṭān	Joktan	son of Eber; descendant of Shem	PN	person	001010025 001010026 001010029 013001019 013001020 013001023	Joktan	Joktan	Joktan	Joktan	Joktan	Joktan	Joktan	100	100	100	83	100	100	100
יָקִים-1	H3356	yāqîm-1	Jakim	son of Shimei; family head; tribe of Benjamin	PN	person	013008019	Jakim	Jakim	Jakim	Jakim	Jakim	Jakim	Jakim	100	100	100	100	100	100	100
יָקִים-2	H3356	yāqîm-2	Jakim	priest; tribe of Levi; time of David	PN	person	013024012	Jakim	Jakim	Jakim	Jakim	Jakim	Jakim	Jakim	100	100	100	100	100	100	100
יְקַמְיָה-1	H3359	yǝqamyāh-1	Jekamiah	descendant of Jerahmeel; tribe of Judah	PN	person	013002041	Jekamiah	Jekamiah	Jekamiah	Jekamiah	Jekamiah	Jekamiah	Jekamiah	100	100	100	100	100	100	100
יְקַמְיָה-2	H3359	yǝqamyāh-2	Jekamiah	son of Jehoiachin; tribe of Judah	PN	person	013003018	Jekamiah	Jekamiah	Jekamiah	Jekamiah	Jekamiah	Jekamiah	Jecamiah	100	100	100	100	100	100	100
יָקְמְעָם-1	H3361	yoqmǝʿām-1	Jokmeam	town; for Levites; territory of Ephraim; Kibzaim	PN	settlement	013006068	Jokmeam	Jokmeam	Jokmeam	Jokmeam	Jokme-am	Jokmeam	Jokmeam	100	100	100	100	100	100	100
יָקְמְעָם-2	H3361	yoqmǝʿām-2	Jokmeam	town; somewhere east of Ephraim	PN	settlement	011004012	Jokmeam	Jokmeam	Jokmeam	Jokmeam	Jokmeam	Jokmeam	Jokneam	100	100	100	100	100	100	100
יְקַמְעָם	H3360	yǝqamʿām	Jekameam	Levite; time of king David	PN	person	013023019 013024023	Jekameam	Jekameam	Jekameam	Jekameam	Jekameam	Jekameam	Jekameam	100	100	100	100	100	100	100
יָקְנְעָם	H3362	yoqnǝʿām	Jokneam	town; for Levites; territory of Zebulun	PN	settlement	006012022 006019011 006021034	Jokneam	Jokneam	Jokneam	Jokneam	Jokne-am	Jokneam	Jokneam	100	100	100	100	100	100	100
יקשׁ	H3369	yqš	to entrap, ensnare	to place a net or trap in such a way that it is not easily seen; for the purpose of catching animals and birds; often used figuratively to denote someone's efforts to gain control over someone else in an unjust way	RE	hunting and fishing	005007025 019124007 019141009 020006002 021009012 023008015 023028013 024050024	ensnared	ensnared	snare	the trap	snare	ensnared	snare	25	25	38	25	38	63	38
יָקְשָׁן	H3370	yoqšān	Jokshan	son of Abraham	PN	person	001025002 001025003 013001032	Jokshan	Jokshan	Jokshan	Jokshan	Jokshan	Jokshan	Jokshan	100	100	100	100	100	100	100
יָקְתְּאֵל-1	H3371	yoqtǝʾēl-1	Joktheel	town; territory of Judah	PN	settlement	006015038	Joktheel	Joktheel	Joktheel	Joktheel	Joktheel	Joktheel	Joktheel	100	100	100	100	100	100	100
יָקְתְּאֵל-2	H3371	yoqtǝʾēl-2	Joktheel	town; Edom	PN	settlement	012014007	Joktheel	Joktheel	Joktheel	Joktheel	Jokthe-el	Joktheel	Joktheel	100	100	100	100	100	100	100
ירא	H3372	yrʾ	fear	to experience a feeling of fear, which may include apprehension, and/or a reverential awe of someone or something	AT	attitudes and emotions	001003010 001015001 001018015 001019030 001020008 001021017 001026007 001026024 001028017 001028017 001031031 001032007 001035017 001042035 001043018 001043023 001046003 001050019 001050021 002001017 002001021 002002014 002003006 002009030 002014010 002014013 002014031 002015011 002020020 002034010 002034030 003019003 003019014 003019030 003019032 003025017 003025036 003025043 003026002 004012008 004014009 004014009 004021034 005001019 005001021 005001029 005002004 005003002 005003022 005004010 005005005 005005029 005006002 005006013 005006024 005007018 005007021 005008006 005008015 005010012 005010017 005010020 005010021 005013004 005013011 005014023 005017013 005017019 005019020 005020001 005020003 005021021 005025018 005028010 005028058 005028058 005031006 005031008 005031012 005031013 006004014 006004014 006004024 006008001 006009024 006010002 006010008 006010025 006011006 006022025 006024014 007004018 007006010 007006023 007006027 007007010 007008020 007013006 008003011 009003015 009004007 009004020 009007007 009012014 009012018 009012020 009012024 009014026 009015024 009017011 009017024 009018012 009018029 009021012 009022023 009023017 009028005 009028013 009028020 009031004 010001014 010003011 010006009 010007023 010009007 010010019 010012018 010013028 010014015 011001050 011001051 011003028 011008040 011008043 011017013 012001015 012006016 012010004 012017007 012017025 012017028 012017035 012017036 012017037 012017038 012017039 012019006 012025024 012025026 013010004 013013012 013016025 013017021 013022013 013028020 014006031 014006033 014020003 014020015 014020017 014032007 014032018 016001005 016001011 016002002 016004014 016004014 016006009 016006013 016006014 016006016 016006019 016007002 016009032 018001009 018005021 018005022 018006021 018009035 018011015 018032006 018037022 018037024 019003006 019023004 019027001 019027003 019033008 019034009 019040003 019045004 019046002 019047002 019049005 019049016 019052006 019055019 019056003 019056004 019056011 019064004 019064009 019065005 019065008 019066003 019066005 019067007 019068035 019072005 019076007 019076008 019076012 019086011 019089007 019091005 019096004 019099003 019102015 019106022 019111009 019112007 019112008 019118006 019119063 019119120 019130004 019139014 019145006 020003007 020003025 020014016 020024021 020031021 021003014 021005007 021008012 021012005 021012013 023007004 023008012 023010024 023018002 023018007 023021001 023025003 023029013 023035004 023037006 023040009 023041005 023041010 023041013 023041014 023043001 023043005 023044002 023051007 023051012 023054004 023054014 023057011 023057011 023059019 023064003 024001008 024003008 024005022 024005024 024010005 024010007 024017008 024023004 024026021 024030010 024032039 024040009 024041018 024042011 024042011 024044010 024046027 024046028 024051046 025003057 026001022 026002006 026002006 026002006 026003009 026011008 027009004 027010012 027010019 028010003 029002011 029002021 029002022 029002031 030003008 032001005 032001010 032001016 033007017 035001007 035003002 036002011 036003007 036003015 036003016 037001012 037002005 038008013 038008015 038009005 039001014 039002005 039003005 039004005	fear	fear	fear	fear	fear	fear	fear	29	28	40	8	42	19	38
יָרֵא	H3373	yārēʾ	state of fearing, standing in awe	state of fearing, standing in awe	AT	attitudes and emotions; morals and ethics; worship	001022012 002018021 005007019 005020008 007007003 007007010 009023003 018001001 018001008 018002003 019015004 019022023 019022025 019025012 019025014 019031019 019033018 019034007 019034009 019060004 019061005 019066016 019085009 019103011 019103013 019103017 019111005 019115011 019115013 019118004 019119074 019119079 019128001 019128004 019135020 019145019 019147011 020013013 020014002 020031030 021007018 021008012 021008013 023050010 024042011 024042016 039003016 039003016 039004002	one on earth	one on earth	that you fear	one on earth	stand in awe	stand in awe	that fear	4	4	4	4	2	2	52
יִרְאָה	H3374	yirʾāh	fear, awe	fear, awe	AT	attitudes and emotions; morals and ethics; worship	001020011 002020020 005002025 010023003 014019009 016005009 016005015 018004006 018006014 018015004 018022004 018028028 019002011 019005007 019019009 019034011 019055005 019090011 019111010 020001007 020001029 020002005 020008013 020009010 020010027 020014026 020014027 020015016 020015033 020016006 020019023 020022004 020023017 023007025 023011002 023011003 023033006 023063017 024032040 026001018 026030013 032001010 032001016	fear	fear	fear	fear	fear	fear	fear	74	74	91	19	91	47	88
יִרְאוֹן	H3375	yirʾôn	Yiron	fortified town; territory of Naphtali	PN	settlement	006019038	Iron	Iron	Yiron	Yiron	Yiron	Yiron	Iron	100	100	100	100	100	100	100
יִרְאִיָּיה	H3376	yirʾiyyāyh	Irijah	son of Shelemiah; captain of the guard; time of king Zedekiah	PN	person	024037013 024037014	Irijah	Irijah	Irijah	Irijah	Irijah	Irijah	Irijah	100	100	100	100	100	100	100
יְרֻבַּעַל	H3378	yǝrubbaʿal	Jerubbaal	son of Joash; judge of Israel; tribe of Manasseh (1169-1129)	PN	person	007006032 007007001 007008029 007008035 007009001 007009002 007009005 007009016 007009019 007009024 007009028 007009057 009012011	Jerub-Baal	Jerub-Baal	Jerubbaal	Jerubbaal	Jerubbaal	Jerub-Baal	Jerubbaal	77	77	100	8	100	85	100
יָרָבְעָם-1	H3379	yārobʿām-1	Jeroboam	son of Nebath; king of Israel (931/30-910/09)	PN	person	011011026 011011028 011011029 011011031 011011040 011011040 011012002 011012002 011012003 011012012 011012015 011012020 011012025 011012026 011012032 011013001 011013004 011013033 011013034 011014001 011014002 011014002 011014004 011014005 011014006 011014007 011014010 011014010 011014010 011014011 011014013 011014013 011014014 011014016 011014017 011014019 011014020 011014030 011015001 011015006 011015007 011015009 011015025 011015029 011015029 011015030 011015034 011016002 011016003 011016007 011016019 011016026 011016031 011021022 011022052 012003003 012009009 012010029 012010031 012013002 012013006 012013011 012014024 012015009 012015018 012015024 012015028 012017021 012017021 012017022 012023015 014009029 014010002 014010002 014010003 014010012 014010015 014011004 014011014 014012015 014013001 014013002 014013003 014013004 014013006 014013008 014013013 014013015 014013019 014013020	Jeroboam	Jeroboam	Jeroboam	Jeroboam	Jeroboam	Jeroboam	Jeroboam	91	91	98	79	98	79	98
יָרָבְעָם-2	H3379	yārobʿām-2	Jeroboam	son of Joash; king of Israel (782/81-753)	PN	person	012013013 012014016 012014023 012014027 012014028 012014029 012015001 012015008 013005017 028001001 030001001 030007009 030007010 030007011	Jeroboam	Jeroboam	Jeroboam	Jeroboam	Jeroboam	Jeroboam	Jeroboam	93	93	100	100	100	71	100
יְרֻבֶּשֶׁת	H3380	yǝrubbešet	Jerubbesheth	son of Joash; judge of Israel; tribe of Manasseh (1169-1129)	PN	person	010011021	Jerub-Besheth	Jerub-Besheth	Jerubbesheth		Jerubbesheth	Jerub-Besheth	Jerubbesheth	100	100	100	0	100	100	100
יֶרֶד-1	H3382	yered-1	Jared	son of Mahalalel; descendant of Seth	PN	person	001005015 001005016 001005018 001005019 001005020 013001002	Jared	Jared	Jared	Jared	Jared	Jared	Jared	100	100	100	50	100	83	83
יֶרֶד-2	H3382	yered-2	Jared	man; tribe of Judah	PN	person	013004018	Jered	Jered	Jered	Jered	Jered	Jered	Jered	100	100	100	100	100	100	100
יַרְדֵּן	H3383	yardēn	Jordan	river	PN	nature	001013010 001013011 001032010 001050010 001050011 004013029 004022001 004026003 004026063 004031012 004032005 004032019 004032019 004032021 004032029 004032032 004033048 004033049 004033050 004033051 004034012 004034015 004035001 004035010 004035014 004036013 005001001 005001005 005002029 005003008 005003017 005003020 005003025 005003027 005004021 005004022 005004026 005004041 005004046 005004047 005004049 005009001 005011030 005011031 005012010 005027002 005027004 005027012 005030018 005031002 005031013 005032047 006001002 006001011 006001014 006001015 006002007 006002010 006003001 006003008 006003008 006003011 006003013 006003013 006003014 006003015 006003015 006003017 006003017 006004001 006004003 006004005 006004007 006004007 006004007 006004008 006004009 006004010 006004016 006004017 006004018 006004018 006004019 006004020 006004022 006004023 006005001 006005001 006007007 006007007 006009001 006009010 006012001 006012007 006013008 006013023 006013027 006013027 006013032 006014003 006015005 006015005 006016001 006016007 006017005 006018007 006018012 006018019 006018020 006019022 006019033 006019034 006020008 006022004 006022007 006022010 006022010 006022011 006022025 006023004 006024008 006024011 007003028 007005017 007007024 007007024 007007025 007008004 007010008 007010009 007011013 007011022 007012005 007012006 009013007 009031007 010002029 010010017 010017022 010017022 010017024 010019015 010019015 010019017 010019018 010019031 010019031 010019036 010019039 010019041 010020002 010024005 011002008 011007046 011017003 011017005 012002006 012002007 012002013 012005010 012005014 012006002 012006004 012007015 012010033 013006078 013006078 013012015 013012037 013019017 013026030 014004017 018040023 019042006 019114003 019114005 023009001 024012005 024049019 024050044 026047018 038011003	Jordan	Jordan	Jordan	Jordan	Jordan	Jordan	Jordan	96	96	99	94	99	95	100
