LookupKey	Id	Gloss	Definition	spell-N	Category	Domain	Priority
berachah	בְּרָכָה-3	Beracah	valley near Tekoa where king Jehoshaphat and his people gathered to bless YHWH for their victory over a coalition of invading Moabites, Ammonites, Edomites, and Meunites	Berakah	PN	locale	5
berachah	בְּרָכָה-2	Beracah	warrior; tribe of Benjamin; time of king David	Berakah	PN	person	10
beraiah	בְּרָאיָה	Beraiah	son of Shimei; family head; tribe of Benjamin	Beraiah	PN	person	6
berakah	בְּרָכָה-3	Beracah	valley near Tekoa where king Jehoshaphat and his people gathered to bless YHWH for their victory over a coalition of invading Moabites, Ammonites, Edomites, and Meunites	Berakah	PN	locale	5
berakah	בְּרָכָה-2	Beracah	warrior; tribe of Benjamin; time of king David	Berakah	PN	person	10
berea	Βεροιαῖος	Berean	a person who lives in or is a native of Berea	Berea	PN	group	0
berea	Βέροια	Berea	a city in Macedonia	Berea	PN	settlement	0
berean	Βεροιαῖος	Berean	a person who lives in or is a native of Berea	Berea	PN	group	4
berechiah	בֶּרֶכְיָה-1	Berechiah	son of Zerubbabel; tribe of Judah	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָה-2	Berechiah	son of Asa; Levite; after exile	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָה-3	Berechiah	carrier of ark; tribe of Levi; time of king David	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָה-4	Berechiah	son of Meshezabel; father of Meshullam; after exile	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָה-5	Berechiah	father of prophet Zechariah	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָהוּ-1	Berekiah	father of Asaph; tribe of Levi	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָהוּ-2	Berekiah	son of Meshillemoth; chief; tribe of Ephraim; time of Ahaz	Berekiah	PN	person	6
berechiah	בֶּרֶכְיָהוּ-3	Berekiah	father of Zechariah, prophet	Berekiah	PN	person	6
berechiah	Βαραχίας	Barachiah	the father of a man killed in the Temple	Berekiah	PN	person	9
bereconciled	διαλλάσσω	be reconciled	to reestablish friendly interpersonal relations with someone after a dispute or rupture	be reconciled	AT	atone, forgive	10
bered	בֶּרֶד-1	Bered	location	Bered	PN	locale	1
bered	בֶּרֶד-2	Bered	son of Shutelah; tribe of Ephraim	Bered	PN	person	6
berekiah	Βαραχίας	Barachiah	the father of a man killed in the Temple	Berekiah	PN	person	9
berekiah	בֶּרֶכְיָה-1	Berechiah	son of Zerubbabel; tribe of Judah	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָה-2	Berechiah	son of Asa; Levite; after exile	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָה-3	Berechiah	carrier of ark; tribe of Levi; time of king David	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָה-4	Berechiah	son of Meshezabel; father of Meshullam; after exile	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָה-5	Berechiah	father of prophet Zechariah	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָהוּ-1	Berekiah	father of Asaph; tribe of Levi	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָהוּ-2	Berekiah	son of Meshillemoth; chief; tribe of Ephraim; time of Ahaz	Berekiah	PN	person	10
berekiah	בֶּרֶכְיָהוּ-3	Berekiah	father of Zechariah, prophet	Berekiah	PN	person	10
beri	בֵּרִי	Beri	son of Zophah; tribe of Asher	Beri	PN	person	6
beriah	בְּרִיעִי	Beriites	descendant of Beriah, son of Asher	Beriite	PN	group	5
beriah	בְּרִיעָה-1	Beriah	son of Asher	Beriah	PN	person	6
beriah	בְּרִיעָה-2	Beriah	son of Ephraim	Beriah	PN	person	6
beriah	בְּרִיעָה-3	Beriah	family head; tribe of Benjamin	Beriah	PN	person	6
beriah	בְּרִיעָה-4	Beriah	son of Shimei; descendant of Gershon; tribe of Levi	Beriah	PN	person	6
beriahites	בְּרִיעִי	Beriites	descendant of Beriah, son of Asher	Beriite	PN	group	5
beriite	בְּרִיעִי	Beriites	descendant of Beriah, son of Asher	Beriite	PN	group	5
beriites	בְּרִיעִי	Beriites	descendant of Beriah, son of Asher	Beriite	PN	group	1
berite	בֵּרִים	Berites	a people?	Bikrites	PN	group	5
berites	בֵּרִים	Berites	a people?	Bikrites	PN	group	5
bernice	Βερνίκη	Bernice	the daughter of Herod Agrippa I and sister of Herod Agrippa II	Bernice	PN	person	5
berodachbaladan	בְּרֹאדַךְ בַּלְאֲדָן	Merodach-Baladan	son of Baladan; king of Babylon; מְרֹדַךְ בַּלְאֲדָן	Marduk-Baladan	PN	person	10
beroea	Βεροιαῖος	Berean	a person who lives in or is a native of Berea	Berea	PN	group	4
beroea	Βέροια	Berea	a city in Macedonia	Berea	PN	settlement	4
berothah	בֵּרוֹתָה	Berothah	town; Syria	Berothah	PN	settlement	1
berothai	בֵּרֹתַי	Berothai	town; Zobah	Berothai	PN	settlement	1
beryl	תַּרְשִׁישׁ-1	beryl	(semi-)precious stone, possibly kind of beryl, which is colorless in its pure form	beryl	RE	gemstones	11
besai	בֵּסַי	Besai	head of a family of temple servants; after exile	Besai	PN	person	6
besated	ערל-2	be disgraced	figuratively: be regarded as uncircumcised perhaps: expose one's nakedness (and uncircumcised state) and thus be the object of derision	disgrace	MI		15
besodeiah	בְּסוֹדְיָה	Besodeiah	father of Meshullam, repairer of wall, after exile	Besodeiah	PN	person	6
besor	בְּשׂוֹר	Besor	stream	Besor	PN	nature	1
bestill	σιωπάω	become still	(a figurative extension of meaning of σιωπάω to be silent) to become calm after a storm	Be still	AT	well-being; nature	10
betah	בֶּטַח-1	Betah	town; Zobah	Tebah	PN	settlement	1
betempted	ἀπείραστος	not tempted	pertaining to not being able to be tempted	be tempted	AT	morals and ethics	14
beten	בֶּטֶן	Beten	town; territory of Asher	Beten	PN	settlement	1
beth	בֵּית הָעֵמֶק	Beth-Emek	location; territory of Asher	Beth Emek	PN	locale	5
beth	בֵּית־עֵקֶד	Beth-Eked	location	Beth	PN	locale	5
bethabara	Βηθανία-1	Bethany	a place on the east side of the Jordan where John baptized	Bethany	PN	settlement	4
bethanath	בֵּית־עֲנָת	Beth-Anath	fortified town; territory of Naphtali	Beth Anath	PN	settlement	1
bethanoth	בֵּית־עֲנוֹת	Beth-Anoth	location; territory of Judah	Beth Anoth	PN	locale	1
bethany	Βηθανία-1	Bethany	a place on the east side of the Jordan where John baptized	Bethany	PN	settlement	0
bethany	Βηθανία-2	Bethany	a village on the Mount of Olives	Bethany	PN	settlement	0
bethany	Βατανή (DC)	Bethany	NEW		PN	settlement	4
betharabah	בֵּית הָעֲרָבָה	Beth-Arabah	location; territory of Benjamin	Beth Arabah	PN	locale	1
betharam	בֵּית הָרָם	Beth-Haram	town; territory of Gad	Beth Haram	PN	settlement	5
betharbel	בֵּית אַרְבֵּאל	Beth-Arbel	town; Galilee	Beth Arbel	PN	settlement	1
bethashbea	בֵּית אַשְׁבֵּעַ	Beth-Ashbea	location; territory of Judah	Beth Ashbea	PN	locale	1
bethaven	בֵּית אָוֶן-1	Beth-Aven	town; territory of Benjamin	Beth Aven	PN	settlement	1
bethaven	בֵּית אָוֶן-2	Beth-Aven	town; "house of iniquity"; Bethel; territory of Ephraim	Beth Aven	PN	settlement	1
bethazmaveth	בֵּית־עַזְמָוֶת	Beth-Azmaveth	location; territory of Benjamin	Beth Azmaveth	PN	locale	1
bethbaalmeon	בֵּית בַעַל מְעוֹן	Beth-Baal-Meon	town; territory of Reuben, Moab	Beth Baal Meon	PN	settlement	1
bethbarah	בֵּית בָּרָה	Beth-Barah	location; close to Jordan	Beth Barah	PN	locale	1
bethbirei	בֵּית בִּרְאִי	Beth-Biri	location; territory of Simeon	Beth Biri	PN	locale	5
bethbiri	בֵּית בִּרְאִי	Beth-Biri	location; territory of Simeon	Beth Biri	PN	locale	1
bethcar	בֵּית כָּר	Beth-Car	location; territory of Judah	Beth Kar	PN	locale	1
bethdagon	בֵּית דָּגוֹן-1	Beth-Dagon	location; territory of Judah	Beth Dagon	PN	locale	1
bethdagon	בֵּית דָּגוֹן-2	Beth-Dagon	location; territory of Asher	Beth Dagon	PN	locale	1
bethdiblathaim	בֵּית דִּבְלָתָיִם	Beth-Diblataim	town; Moab	Beth Diblathaim	PN	settlement	1
betheden	בֵּית עֶדֶן	Beth-Eden	region; Syria	Beth Eden	PN	area	1
betheden	עֶדֶן	Eden	region; Assyria	Eden	PN	area	5
betheked	בֵּית־עֵקֶד	Beth-Eked	location	Beth	PN	locale	1
bethel	בֵּית־אֵל-1	Bethel	town; territory of Ephraim	Bethel	PN	settlement	1
bethel	בֵּית־אֵל-2	Bethel	town; territory of Simeon	Bethel	PN	settlement	1
bethel	בֵּית הָאֱלִי	Bethelite	inhabitant of Bethel	Bethel	PN	group	1
bethelite	בֵּית הָאֱלִי	Bethelite	inhabitant of Bethel	Bethel	PN	group	5
bethemek	בֵּית הָעֵמֶק	Beth-Emek	location; territory of Asher	Beth Emek	PN	locale	1
betheminister	λειτουργός	servant; public servant; priestly minister	a person who renders special service	servants	RI	people; authority; worship; serve	14
bethesda	Βηθζαθά	Bethzatha	a pool in the northeast part of Old Jerusalem	Bethesda	PN	constructions	0
bethezel	בֵּית הָאֵצֶל	Beth-Ezel	location; territory of Judah	Beth Ezel	PN	locale	1
bethgader	בֵּית גָּדֵר	Beth-Gader	town; territory of Judah	Beth Gader	PN	settlement	1
bethgamul	בֵּית גָּמוּל	Beth-Gamul	town; Moab	Beth Gamul	PN	settlement	1
bethgilgal	בֵּית הַגִּלְגָּל	Beth-Gilgal	location; for Levites; after exile	Beth Gilgal	PN	locale	1
bethhaccerem	בֵּית הַכֶּרֶם	Beth-Haccherem	town; close to Jerusalem	Beth Hakkerem	PN	settlement	5
bethhaccherem	בֵּית הַכֶּרֶם	Beth-Haccherem	town; close to Jerusalem	Beth Hakkerem	PN	settlement	1
bethhakkerem	בֵּית הַכֶּרֶם	Beth-Haccherem	town; close to Jerusalem	Beth Hakkerem	PN	settlement	1
bethhanan	אֵילֹון בֵּית חָנָן	Elon-Beth-Hanan	town; territory of Dan	Elon Bethhanan	PN	settlement	5
bethharam	בֵּית הָרָם	Beth-Haram	town; territory of Gad	Beth Haram	PN	settlement	1
bethharan	בֵּית הָרָן	Beth-Haran	town; territory of Gad	Beth Haran	PN	settlement	1
bethhoglah	בֵּית חָגְלָה	Beth-Hoglah	town; territory of Benjamin	Beth Hoglah	PN	settlement	1
bethhoron	בֵּית חוֹרוֹן	Beth-Horon	two towns (upper and lower); for Levites; territory of Ephraim	Beth Horon	PN	settlement	1
bethhoron	Βαιθωρων (DC)	Bethhoron	NEW		PN	settlement	4
bethjeshimoth	בֵּית הַיְשִׁימוֹת	Beth-Jeshimoth	town; territory of Reuben	Beth Jeshimoth	PN	settlement	1
bethkar	בֵּית כָּר	Beth-Car	location; territory of Judah	Beth Kar	PN	locale	5
bethleaphrah	בֵּית לְעַפְרָה	Beth-Leaphrah	location; territory of Judah	Beth Ophrah	PN	locale	1
bethlebaoth	בֵּית לְבָאוֹת	Beth-Lebaoth	town; territory of Simeon	Beth Lebaoth	PN	settlement	1
bethlehem	Βηθλέεμ	Bethlehem	a town south of Jerusalem	Bethlehem	PN	settlement	0
bethlehem	בֵּית הַלַּחְמִי	Bethlehemite	inhabitant of Bethlehem	Bethlehem	PN	group	1
bethlehem	בֵּית לֶחֶם	Bethlehem	town; territory of Judah	Bethlehem	PN	settlement	1
bethlehemite	בֵּית הַלַּחְמִי	Bethlehemite	inhabitant of Bethlehem	Bethlehem	PN	group	1
bethmarcaboth	בֵּית מַרְכָּבוֹת	Beth-Marcaboth	location; territory of Simeon	Beth Markaboth	PN	locale	1
bethmarkaboth	בֵּית מַרְכָּבוֹת	Beth-Marcaboth	location; territory of Simeon	Beth Markaboth	PN	locale	5
bethmeon	בֵּית מְעוֹן	Beth-Meon	town; territory of Reuben, Moab	Beth Meon	PN	settlement	1
bethnimrah	בֵּית נִמְרָה	Beth-Nimrah	town; territory of Gad	Beth Nimrah	PN	settlement	1
bethophrah	בֵּית לְעַפְרָה	Beth-Leaphrah	location; territory of Judah	Beth Ophrah	PN	locale	5
bethpazzez	בֵּית פַּצֵּץ	Beth-Pazez	location; territory of Issachar	Beth Pazzez	PN	locale	1
bethpelet	בֵּית פֶּלֶט	Beth-Pelet	town; territory of Judah	Beth Pelet	PN	settlement	1
bethpeor	בֵּית פְּעוֹר	Beth-Peor	village; territory of Reuben	Beth Peor	PN	settlement	1
bethphage	Βηθφαγή	Bethphage	a village near Jerusalem, perhaps east of Bethany	Bethphage	PN	settlement	0
bethphelet	בֵּית פֶּלֶט	Beth-Pelet	town; territory of Judah	Beth Pelet	PN	settlement	5
bethrapha	בֵּית רָפָא	Beth-Rapha	son of Eshton; tribe of Judah	Beth Rapha	PN	person	6
bethrehob	בֵּית רְחוֹב	Beth-Rehob	town; on border between Dan and Syria	Beth Rehob	PN	settlement	1
bethsaida	Βηθσαϊδά	Bethsaida	a place northeast of the Lake of Galilee	Bethsaida	PN	settlement	0
bethshan	בֵּית שְׁאָן	Beth-Shean	town; territory of Manasseh	Beth Shan	PN	settlement	1
bethshan	בֵּית שַׁן	Beth-Shan	town; territory of Manasseh	Beth Shan	PN	settlement	1
bethshean	בֵּית שְׁאָן	Beth-Shean	town; territory of Manasseh	Beth Shan	PN	settlement	1
bethshemesh	בֵּית־שֶׁמֶשׁ-1	Beth-Shemesh	town; for Levites; territory of Judah	Beth Shemesh	PN	settlement	1
bethshemesh	בֵּית־שֶׁמֶשׁ-2	Beth-Shemesh	town; territory of Issachar	Beth Shemesh	PN	settlement	1
bethshemesh	בֵּית־שֶׁמֶשׁ-3	Beth-Shemesh	fortified town; territory of Naphtali	Beth Shemesh	PN	settlement	1
bethshemesh	בֵּית־שֶׁמֶשׁ-4	Beth-Shemesh	town; Egypt		PN	settlement	5
bethshittah	בֵּית הַשִּׁטָּה	Beth-Shittah	town; north-east of Beth-Shean	Beth Shittah	PN	settlement	1
bethtappuah	בֵּית תַּפּוּחַ	Beth-Tappuah	town; territory of Judah	Beth Tappuah	PN	settlement	1
bethuel	בְּתוּאֵל-2	Bethuel	town; territory of Simeon	Bethuel	PN	settlement	1
bethuel	בְּתוּאֵל-1	Bethuel	descendant of Nahor; father of Laban	Bethuel	PN	person	6
bethul	בְּתוּל	Bethul	town; territory of Simeon	Bethul	PN	settlement	1
bethulia	Βαιτυλουα (DC)	Bethulia	town; near Jenin		PN	settlement	4
bethzatha	Βηθζαθά	Bethzatha	a pool in the northeast part of Old Jerusalem	Bethesda	PN	constructions	0
bethzur	בֵּית־צוּר	Beth Zur	town; territory of Judah	Beth Zur	PN	settlement	1
betold	ἔξεστι(ν)-1	be possible; be permissible	to mark an event as being possible in a highly generic sense	beneficial	AT	morals and ethics	14
betomasthaim	Βαιτομασθαιμ (DC)	Betomasthaim	town; near Dothan and Jezreel		PN	settlement	4
betomesthaim	Βαιτομασθαιμ (DC)	Betomasthaim	town; near Dothan and Jezreel		PN	settlement	4
betomesthaim	Βαιτομεσθαιμ (DC)	Betomesthaim	town; near Dothan and Jezreel		PN	settlement	4
betonim	בְּטֹנִים	Betonim	town; territory of Gad	Betonim	PN	settlement	1
betrothed	ἁρμόζω	promise in marriage; betrothe	to promise a person for marriage	promised you	RI	marriage	14
